,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.7583518375527125,0.8683487469501966,0.5536523621175571,0.9075924425800875,0.3265432803972028,0.38036523610132755,504.1748172162128
0,2.6451971149635773,0.9628896453348076,0.642219443930921,1.270562735115546,0.4291810693641153,0.3872100194045111,270.2868084508821
0,1.2028118240731531,1.3687582797958195,0.6631821016451189,0.7473948857250303,0.2129315483910985,0.3472206534924712,231.28834322839725
0,1.4866956897477523,1.1805065843219522,0.7867327610840652,3.3380185018313,0.4132872454835977,0.734791458941342,732.8955681182085
0,1.7977741542260817,1.0021945975643776,0.6471995575242846,0.8986095130439289,0.3386701605298946,0.3583675453549581,273.95549082806417
0,1.34379480533046,0.9427970237060169,0.5731448796361933,0.9322857589338327,0.42776427692955266,0.48784871943323105,412.84995136327984
0,0.6427281818543626,0.8937362781522318,0.5857272421723103,0.7032358626944054,0.17043437656604565,0.3756590150957862,371.2363477583416
0,1.8468628003927519,1.875632203424389,0.5892589048086715,0.7612898813603278,0.41710987473296934,0.5335107562919774,-71.82464188919377
0,1.927370976807294,1.189189276107242,0.7457085926928995,1.029251081809248,0.4463237854802821,0.45357407001844746,177.487889413484
0,0.7351031905824752,0.445458101172631,0.6915333412329927,0.9398623410799407,0.3646098819387259,0.36519817212796224,820.5289775269017
0,0.9621134280974152,0.31445768849559214,0.631904665855509,1.1739223449138754,0.4172339296427902,0.4160986578895147,902.6555833823796
0,0.8818914119651172,0.7610238640717537,0.6684217855299756,1.0315422459128196,0.2107394120816214,0.4321102244504189,705.2609703604339
0,1.460495378867416,0.6800547082442494,0.7809096938217154,1.283881877821825,0.39606933065572947,0.37439845305080455,730.7202455427428
0,0.4948901379298296,0.5764033158288914,0.8014618121441874,1.0214054729028925,0.3759912559883266,0.4364789108700406,977.448732158692
0,0.8460167975334354,0.47784605170771843,0.6315722390858656,1.1044296436582237,0.28247761610837707,0.2718111964484096,886.8638551137738
0,1.4145349871269262,0.8638834227894221,0.6779409330602761,1.1627125205753164,0.39525233903042467,0.4503199404585857,613.2453488688511
0,1.5203748681148108,0.8300481051398871,0.7820880378719495,1.1476338625263625,0.36022622780368935,0.32344881510754653,658.8061770122396
0,1.1752904278818013,0.5839724603887397,0.5877447876362635,0.8983543509553265,0.37045742466702586,0.4096111356191454,524.672330517861
0,1.0481718171179837,0.7573488379185036,0.7027046593517436,0.9969069365239387,0.33719948990404147,0.26335555155022833,626.8346050205653
0,0.4807853172872481,0.40718515600884936,1.086110148882849,1.339687095239772,0.16984972835795442,0.22034541220182702,1298.9267351215317
0,2.2907566642572474,1.16575846243272,0.5737800209026642,0.9501966040512656,0.3231853123364393,0.39164356999207994,126.98669867657627
0,1.8823625464605869,1.1261193320036855,0.7320737571453302,1.0468867842219303,0.3515001933348901,0.438850044789606,357.83746380228763
0,1.01413645933532,0.6714008775020179,0.7274793148188613,1.0020795607953736,0.35725476654332455,0.45600638987471875,748.3804661914044
0,1.0647200545519069,0.5353868880003849,0.7928184703126497,1.3619925522743932,0.46723706267873477,0.4764002815027759,893.0179015417864
0,0.8839681375664163,0.971403629481703,0.8831127334040617,0.9656493901450279,0.2837762569137884,0.4613060984086742,755.1003657585187
0,2.1519222345554763,1.1451230198992806,0.6498796694706683,1.0403115224675392,0.47435109690519695,0.5113835831981443,230.72867951517924
0,0.9339277611512482,0.8999813200814057,0.5,1.0105409130917224,0.33138485422789854,0.5785296223871516,322.56062619398085
0,1.7505231525726301,1.224079379904378,0.5442535506325433,0.8165995578790674,0.44404495221173534,0.5494565888967833,136.87016339387054
0,1.5750756129866978,1.8124040537310584,0.5251688098596594,0.7341589171503831,0.32327245283796824,0.48283344096441605,-84.25779364863924
0,0.8066558996766213,0.5383528776112321,0.8131186021392001,1.2002323053071984,0.4810009897620882,0.6648805985422054,1002.1741886278852
0,1.234040792765959,1.3283118445480502,0.6283974922214216,0.7166790092635232,0.29623399240938214,0.41548977556230005,219.76910229576134
0,1.361467539377841,1.2749658985509607,0.9008911551041993,1.121556439631065,0.3645283046559784,0.36530832679756686,553.4252811596549
0,1.6346164782948418,1.311728503585418,0.6562251878327442,0.976300276922246,0.35145996709324034,0.4538233262930455,279.2027684890913
0,0.4808368854737178,1.3641184715219197,0.5868120439587627,0.9440156074062377,0.1790113740693421,0.503221467470743,382.9239114626528
0,1.4352187845161435,1.623518660772086,0.5,0.7281626277442264,0.3017489589053647,0.3440660803379466,-84.10279126340845
0,1.8128942251127123,0.9196540883424081,0.5,0.8242494929703568,0.4033349628914613,0.5196062995976687,144.5559071554688
0,0.9964603327505613,1.206633207148491,0.755140253665233,1.0232804837517386,0.2900532519741487,0.36119188340345487,566.4183236730927
0,1.6789734946273198,1.6757092142605818,0.5221428593458672,0.7730713474316883,0.28893897015205317,0.4156724216355996,-67.06727014510777
0,1.9542492901697577,1.7616590627517998,0.6234560744501795,0.8137513591883455,0.2828243052376458,0.4609774658369226,-53.4526507257237
0,0.8781451933053596,0.6688024995995656,0.6389089201030861,1.5960728047848147,0.34524664761607265,0.40458811129677535,674.3914475280658
0,2.273156453859189,1.0165925408725822,0.7714116757665547,1.0753644159366373,0.3162790381891375,0.5072478516835809,343.85704226702205
0,1.590411688846759,1.0081385804670098,0.5962418220332878,1.0586797601811384,0.3213205315949983,0.3530772720836043,381.11646078134464
0,1.229877784146593,0.7933984733965562,0.6717930773203296,0.9333608701267118,0.34115339182439475,0.38003923416313634,536.7158915706603
0,0.7049668820798194,0.5451181961641804,0.705749726070483,1.3309420681883446,0.3143235990656517,0.12016717862489601,943.6480179334005
0,1.9300743159136589,1.0705427563671286,0.6825840395361106,0.9407637445703342,0.3637997304355418,0.3607160755770401,319.1497675821788
0,1.2338478128057042,1.2345567243170243,0.6867498470857886,0.8646407782661626,0.3604305277840157,0.4155877503083908,384.0240452093564
0,1.6772090861441775,0.8689104324104451,0.7272666338487247,1.4013324565643,0.2937089129295717,0.4986837062744262,598.9089326719934
