,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.7365897038298586,0.9875142367488196,5.100753707666577,-0.3324490461463711,0.7968792893724066,0.3149701815537713,0.40716155960702144,1,406.2986799211555
0,2.837614705647006,1.5797971655237582,6.9164624503310845,1.6060678002570508,1.2708331723225483,0.40736494387217825,0.4828670132613038,2,-106.79601978270854
0,1.2339562459096174,1.6252613082401264,5.197540667743475,3.721880354114879,1.1873289770858584,0.20435700166326387,0.3278631024688898,3,113.7666220505379
0,1.7682594429958547,2.5712412512499854,3.683299242012777,-0.08814152749357526,4.80165413387808,0.10557443360131097,0.5344882902519732,4,240.05760668309537
0,1.8125537560519511,1.1005383820527024,6.467755559311363,2.3155271929322128,1.3772982210874822,0.315462195783238,0.3234248385321398,5,190.6718310448143
0,1.4080838098992654,1.0065903352203067,4.7993287618563425,0.6891526445679697,0.9341120491448387,0.3909781573267862,0.4903008141986239,6,293.8711312743871
0,0.5061890233484878,1.0671616461694435,6.149409089589572,3.3809186947400858,1.3645519325575615,0.12180859890390067,0.28277951519592626,7,333.77465931134986
0,1.9240022181534535,2.178551609722906,6.827605455194578,3.8151229969121956,1.3704060459421643,0.3725623682103957,0.49518760633630365,8,-136.13412901203102
0,2.092669866756171,1.8260767269989142,5.237344440753865,2.199938999702034,3.034051218967609,0.3163109125374985,0.2209761375523372,9,75.89889225974537
0,0.7638516086021216,0.48274227634396166,2.956891877213805,0.8770850539099395,0.9684582090955547,0.34955995866820955,0.3779158385675857,10,724.6148089453806
0,1.0201587901937508,0.42132560996336305,3.9729827958681296,0.15194110762025076,1.0117141073250226,0.3789384803823446,0.46250389134955633,11,689.8083667885537
0,0.8553384611202278,0.9536717674758719,4.568297160158231,0.8124904109396399,1.1472376033358254,0.20361913789067,0.4180624610104706,12,538.4567939207108
0,1.5905540642302134,0.9319232842234187,3.9117450145736163,1.2359949470459397,1.5645374289812155,0.34594202131284857,0.39272077593706184,13,460.9899796798629
0,0.5433204594984419,0.6994620372796815,2.38893364731629,1.199386638506401,1.1227767829460946,0.3300081364679148,0.44394267870572335,14,790.8022780887674
0,0.6201487753462727,0.5557851230986885,5.073293972067537,1.7137620645566864,1.8974439376793857,0.1513225826100405,0.16525272080749936,15,657.1038524473001
0,1.5989757541267373,1.0287344333208697,4.051877083245328,0.7230848271122362,1.2577465479586531,0.34022533633216145,0.4524928076201108,16,460.4802340636325
0,1.5713265221702721,1.022587352655584,2.2826683097558775,-0.3672633580930216,0.9400338800765526,0.36823909033322066,0.38678284730630075,17,483.9773560658753
0,1.395654548096818,0.6815725891413569,5.867112012917671,1.657948553352416,1.122795307133277,0.34370079282199095,0.3826718326935744,18,432.43310078050115
0,1.1079886996623216,0.9750087649918288,4.270299431931994,2.44330665638225,1.6072341147217326,0.25057197717289204,0.26919085049650493,19,503.04314460801425
0,0.5217580369326197,0.5002047074770404,1.7652488559745798,1.0529114764401362,1.8498191558503208,0.10482564152993434,0.1550141906402625,20,987.6886210825585
0,2.296809773523333,1.3407851353215148,6.204864625831771,-0.17334100390331564,0.8050890880345349,0.32426215836748395,0.43031776527503957,21,0.5352195926268166
0,1.972401863471373,1.2739337469125365,4.396312336506665,1.6408837341737703,1.449131670863565,0.311521639039017,0.4082670517293654,22,247.40979866578834
0,1.1149101035012643,0.7796587170057273,3.5019111612613996,1.479485115139459,1.2474459155351765,0.31478239148906384,0.4367335979567852,23,636.751377109966
0,1.2304208934055063,0.7411466372015977,3.673560729103396,1.3336892189142946,2.3145515457073476,0.33554541108368985,0.36070430864994174,24,611.0108895854667
0,0.9698208863027656,1.3803389266540256,3.1625637071112043,2.3261175003041505,1.88302196023443,0.23163411604852008,0.3467939794249977,25,522.8939113218339
0,2.360451044647477,1.2358643803780454,7.2165767364145,1.5556933504146853,1.6116742765541345,0.44413825690744435,0.4340539794145523,26,151.96188407609708
0,0.9436216624145208,1.0581911952283487,10.0,1.8284008690068714,1.3526353648300438,0.2882043664969767,0.5885792988167105,27,180.16446712452378
0,1.7574296130152518,1.3667352634385994,5.501347651764819,-0.7573787207454508,0.7088236720031018,0.4430241876611207,0.5643887613745099,28,62.926098558682064
0,1.6207648442788187,2.1078843293682943,9.46328467789715,3.744302570277268,1.4334115500557214,0.2900120841514385,0.43214113805875864,29,-211.59005471524617
0,0.7925647244760449,0.7467996339467194,2.684560549488597,1.512387338719582,1.7512702556603994,0.3525975902236128,0.5992757332435139,30,763.6316848186374
0,1.2396378652249902,1.403778720621105,4.647746441388504,2.865875716621477,1.0234278671840875,0.27275653189484034,0.38336050329955307,31,204.60882304714062
0,1.5295667974285938,1.5025206401022488,2.5153117287473563,1.3567174887830564,1.4891521431128725,0.3153719765740034,0.3322479622298905,32,415.1606292630407
0,1.7598077685520668,1.4626308994385224,4.54478101417237,1.2921779667928526,1.1397904857647183,0.3268139708928295,0.4561337171264957,33,208.8219581026992
0,0.3850267267624037,1.6583775371292682,8.277029754575347,2.090959852536743,1.8299420733654346,0.150705879966141,0.3708556185096778,34,203.02800762075628
0,1.3677639866693496,1.6415264410058892,9.96345271780327,2.477641041833205,0.8792749530477657,0.2919204163096021,0.3434479055437685,35,-144.21552207796276
0,1.7642936802504563,1.0649674990840063,10.0,0.7487598928578391,0.7721252456205647,0.40966441049556945,0.5379136680787151,36,-28.61256232118354
0,1.1669171564152396,1.4297228584435917,3.534413079396151,1.693417893908875,1.5719199810724294,0.2205288731649408,0.3095841758732826,37,459.93401772465256
0,1.5686727320711167,1.865311437446861,10.0,3.689869472886358,1.2671717746772386,0.26115381317000413,0.39988177027254,38,-179.47674297177807
0,1.897001813419714,1.8470176512461887,8.667366484974103,2.806913100087976,1.321840119676978,0.28970085333038487,0.4181961352321892,39,-121.29930586746381
0,0.8499029951970543,0.7964379110889162,5.336876777813357,0.6071603617739829,1.722153660625728,0.26596283552471256,0.42287805983634025,40,432.78709062196805
0,2.3676927138330637,1.2535107140117008,5.493219226924459,1.4113626505494559,1.5105240977778882,0.30370155716025826,0.4309420601544793,41,160.57413059923564
0,1.5557510507508734,1.2611667042980195,4.859907965912666,-2.3837237009523187,0.7409935232742391,0.33090060406751043,0.42610705391431075,42,253.92818689693354
0,1.2699814228564992,1.0356765577849092,5.260010631734604,2.491989874591608,1.51720603167713,0.3073676198726359,0.33494435865926664,43,372.98341172181273
0,0.6714598688017193,0.7846891300832376,4.41290540866416,1.6374708802002689,2.5828173569082913,0.15996533423068343,0.10593494947005738,44,706.9555561025002
0,2.1031411008803165,1.299745295618477,3.051760485979974,-0.0034383587930326186,0.8116828493742867,0.3646517679855256,0.40024502349300983,45,140.72708024657842
0,1.198267099798055,1.4125694635918131,4.193669258977808,2.3405199185850805,1.3223704268181127,0.31678332215095784,0.3637460164838181,46,329.20911233920697
0,1.7069708926500025,1.1225051607121581,4.782624919375406,1.0093974008100421,1.9545375440364219,0.21883066797186024,0.44057492353805894,47,373.86555455069634
